Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
20-APR-2014,144,16.0,,11,44,81,8.0
21-APR-2014,154,17.0,,15,44,93,
22-APR-2014,146,6.0,,15,41,80,10.0
23-APR-2014,139,12.0,,11,46,75,6.0
24-APR-2014,121,27.0,,14,46,56,4.0
25-APR-2014,139,16.0,,14,39,79,6.0
26-APR-2014,153,10.0,,15,48,77,13.0
27-APR-2014,153,21.0,,21,45,82,5.0
28-APR-2014,156,16.0,,13,58,76,8.0
29-APR-2014,146,24.0,,21,36,80,8.0
30-APR-2014,140,14.0,,18,45,71,4.0
01-MAY-2014,141,18.0,,14,56,67,4.0
02-MAY-2014,141,15.0,,18,53,66,3.0
03-MAY-2014,135,20.0,,14,39,66,16.0
04-MAY-2014,126,9.0,,13,34,73,6.0
05-MAY-2014,137,20.0,,19,40,63,14.0
06-MAY-2014,117,8.0,,13,30,71,3.0
07-MAY-2014,129,22.0,,12,41,75,
08-MAY-2014,136,14.0,,11,34,85,5.0
09-MAY-2014,140,18.0,,8,59,72,
10-MAY-2014,124,13.0,,13,49,60,
11-MAY-2014,144,12.0,,14,35,89,5.0
12-MAY-2014,162,23.0,,16,54,86,6.0
13-MAY-2014,118,20.0,,13,48,49,8.0
14-MAY-2014,141,9.0,,16,44,68,11.0
15-MAY-2014,134,14.0,,19,38,72,5.0
16-MAY-2014,113,10.0,,10,37,62,3.0
17-MAY-2014,125,11.0,,15,45,60,3.0
18-MAY-2014,158,15.0,,14,50,86,8.0
19-MAY-2014,138,11.0,,14,36,82,6.0
20-MAY-2014,117,11.0,,19,41,53,3.0
21-MAY-2014,131,20.0,,15,54,54,8.0
22-MAY-2014,129,14.0,,20,52,54,
23-MAY-2014,117,8.0,,12,48,51,5.0
24-MAY-2014,134,15.0,,16,59,52,7.0
25-MAY-2014,148,14.0,,11,44,83,8.0
26-MAY-2014,135,7.0,,12,52,64,7.0
27-MAY-2014,143,18.0,,15,58,64,5.0
28-MAY-2014,137,16.0,,15,42,71,9.0
29-MAY-2014,135,14.0,,16,59,56,3.0
30-MAY-2014,135,18.0,,17,52,54,11.0
31-MAY-2014,114,14.0,,7,38,62,7.0
01-JUN-2014,127,18.0,,14,35,73,4.0
02-JUN-2014,143,17.0,,19,54,67,
03-JUN-2014,161,30.0,,15,61,80,5.0
04-JUN-2014,141,19.0,,14,42,80,5.0
05-JUN-2014,129,15.0,,18,44,61,6.0
06-JUN-2014,132,22.0,,21,65,42,3.0
07-JUN-2014,151,16.0,3.0,22,57,65,4.0
08-JUN-2014,158,20.0,,17,58,80,3.0
09-JUN-2014,153,10.0,,11,52,82,8.0
10-JUN-2014,125,15.0,,21,47,55,
11-JUN-2014,135,16.0,,12,39,69,13.0
12-JUN-2014,135,13.0,,15,56,61,
13-JUN-2014,131,17.0,,15,46,64,5.0
14-JUN-2014,131,22.0,,17,42,66,5.0
15-JUN-2014,142,5.0,,12,55,73,
