Date,Attendance,Admissions,Tri_1,Tri_2,Tri_3,Tri_4,Tri_5
01-MAY-2014,138,74,,24,57,48,7
02-MAY-2014,138,68,,25,55,41,15
03-MAY-2014,169,70,,26,66,68,9
04-MAY-2014,155,55,,26,45,55,28
05-MAY-2014,164,66,,33,67,52,12
06-MAY-2014,159,64,,32,61,49,15
07-MAY-2014,145,65,4.0,23,73,41,4
08-MAY-2014,131,66,,21,44,50,14
09-MAY-2014,147,74,,39,52,39,17
10-MAY-2014,167,55,,33,53,68,12
11-MAY-2014,153,71,,26,42,71,12
12-MAY-2014,168,63,,28,53,62,24
13-MAY-2014,157,68,,19,63,61,13
14-MAY-2014,133,55,,22,36,49,25
15-MAY-2014,142,64,,26,55,46,13
16-MAY-2014,147,66,,34,37,59,17
17-MAY-2014,149,57,,24,59,48,17
18-MAY-2014,180,73,,28,59,77,14
19-MAY-2014,161,71,,24,56,66,15
20-MAY-2014,157,62,,32,54,58,12
21-MAY-2014,138,57,,27,46,52,11
22-MAY-2014,139,67,,25,66,41,5
23-MAY-2014,139,69,,18,54,57,9
24-MAY-2014,137,43,,25,58,44,10
25-MAY-2014,193,80,,28,78,73,12
26-MAY-2014,175,82,3.0,33,59,58,22
27-MAY-2014,137,58,,26,51,48,10
28-MAY-2014,148,75,,23,83,32,8
29-MAY-2014,146,68,,31,58,43,13
30-MAY-2014,167,79,,37,58,49,22
31-MAY-2014,150,59,3.0,27,52,52,16
01-JUN-2014,177,69,,45,55,57,20
02-JUN-2014,157,72,3.0,38,60,43,13
03-JUN-2014,171,68,3.0,18,69,69,12
04-JUN-2014,153,67,,31,57,59,5
05-JUN-2014,143,73,,27,56,47,13
06-JUN-2014,145,66,5.0,27,63,42,8
07-JUN-2014,160,51,3.0,19,42,79,17
08-JUN-2014,163,66,,28,51,60,22
09-JUN-2014,148,69,3.0,19,46,62,18
10-JUN-2014,147,71,,15,54,63,13
11-JUN-2014,140,63,,27,57,46,10
12-JUN-2014,151,59,,25,53,58,14
13-JUN-2014,145,61,,29,36,67,12
14-JUN-2014,166,65,,31,63,53,17
15-JUN-2014,165,59,3.0,39,48,56,19
16-JUN-2014,160,70,3.0,23,42,65,27
17-JUN-2014,137,65,,28,58,42,8
18-JUN-2014,140,71,,17,64,46,11
19-JUN-2014,143,67,,33,64,39,5
20-JUN-2014,143,54,,30,55,39,17
21-JUN-2014,170,68,,34,61,65,9
22-JUN-2014,164,70,,25,65,61,13
23-JUN-2014,148,72,,29,56,51,11
24-JUN-2014,151,66,,26,63,51,10
25-JUN-2014,152,72,3.0,34,49,57,9
26-JUN-2014,149,73,,31,63,52,3
27-JUN-2014,149,77,3.0,43,52,42,9
28-JUN-2014,158,73,3.0,19,67,55,14
29-JUN-2014,142,59,,27,55,38,20
30-JUN-2014,160,61,,32,54,59,14
